,LET_fraction,LET_flux,Schuurmans_O2,Benschop_O2,PAMSP435_Fm',PAMSP435_left,PAMSP435_right,PAMSPval_Fm',PAMSPval_left,PAMSPval_right
0,2.2895652841271636,0.9994177934413985,0.9343283966071897,0.9456854830528497,1.0070338244955557,1.000508090284935,0.9999121092271015,0.9998073987466843,1.0001533798273736,1.0003998022356386
1,8.710454958085961,0.3774326853294073,0.785663782563513,1.1111300808482694,0.9028520129034087,1.1437724453531792,1.0067916668783599,1.0016520274704654,1.1596156861266995,0.921650196533695
2,16.286550775478446,1.151016050102378,0.8689099669054703,1.0510717088340018,1.6142700635913405,1.3326122597158752,1.3534803369399775,1.293121769302335,1.177837889850975,1.216509395578464
3,6.533270836839687,1.8540938079558251,1.024776105523601,0.970039228275,2.440973669114787,2.4055324399997957,2.4343347724744433,1.3134464233271197,1.362359632190623,1.3291203839694454
4,10.141345050673745,1.4280425852623164,0.8988240968331261,0.9782386469013498,1.406336824910824,1.676815901589068,1.6967955663541983,1.398578679471884,1.8916835850446303,1.8846746974280026
5,3.3845369979440356,0.17924936138589687,0.6708766330174313,1.1914173182291168,1.804832947741847,1.5659065999690938,1.4538473590348318,1.3919263426395052,0.8512009946344881,0.840290104291291
6,1.689179004977439,0.37322203872507675,0.7965818147657668,1.0457087848721351,1.6707400551041827,1.0346485250107824,1.0393364590342222,0.9154406688366378,1.0569018454646615,1.0577275386302216
7,5.213718964238559,1.5804511637128102,1.3712040230916291,1.197358718023567,1.0039251781104142,2.663496595853572,2.7145709313128656,1.1702023075148162,1.8552555628660807,1.4444155478389138
8,15.435362234497541,0.7370880659480519,1.1230118990794198,1.0323514800080553,1.7669521200067244,1.0444170124845142,1.050310007366639,1.1645902243333537,1.3943234434843441,0.8637088463303477
9,7.856713599711445,1.0567664484387895,0.9419798567766956,1.059810890193412,1.9658223040343374,1.0939279003910594,1.0372382495476555,1.0186712017058306,1.0320150920005886,0.9742667346534847
10,4.44136033444094,1.8452378476568378,1.1875289905023965,0.9482533672298903,1.5381888272330435,1.6502973103092162,1.6328908670137974,2.800288671144171,2.043961513201192,2.0573409236274123
11,6.689633911474543,0.37799494942584555,1.0012909690795013,0.9081827547314717,0.9643778989557101,1.3906748973243368,1.3901097337522714,1.1832809474960877,1.6146387062740968,1.1373474827560037
12,3.5100883034074037,2.4948737083445325,1.4704436710012747,0.8604961500105178,1.6740238853083729,1.0981370777346335,0.9043041672433776,2.436931538604377,1.4951586003542394,1.5065048240945926
13,1.9863149929416868,1.2584784485224123,0.9786772940321493,1.087143188882502,1.5348363158042444,1.4792655779970416,1.405000709691913,1.2690145586927473,1.182955837300499,0.9258875320595241
14,14.842228838072282,0.3070529420083123,0.9781554852643067,0.9276038060946513,1.854542465138382,1.1844932644930724,1.2282499660545991,1.2672353499307019,1.3806018764688768,1.1240214640190447
15,4.142676357488628,1.7029582098660485,0.9430070969932757,0.945311633605967,1.9690624174771532,2.088672205356759,2.021215608723951,1.4117657285878555,0.85931070563329,0.8355490845493608
